Game ID,Game Name,Other_Sales,Global_Sales,Rating
579,Halo Wars,0.24,2.63,T
580,God of War Collection,0.41,2.63,T
581,ESPN NFL 2K5,0.36,2.62,T
582,Mario Strikers Charged,0.25,2.62,E
583,Medal of Honor,0.21,2.62,T
584,FIFA Soccer 10,0.23,2.62,E
585,NBA 2K12,0.16,2.62,T
586,Style Savvy,0.19,2.61,E
587,Harry Potter and the Chamber of Secrets,0.44,2.61,M
588,Super Mario All-Stars: Limited Edition,0.14,2.6,E
589,Streets of Rage,0.08,2.6,T
590,FIFA Soccer 09,0.43,2.59,M
591,Ratchet & Clank Future: Tools of Destruction,0.45,2.59,E
592,NBA Live 2005,0.35,2.59,E10+
593,LittleBigPlanet,0.69,2.58,E
594,Killzone: Shadow Fall,0.28,2.58,E
595,Ghostbusters: The Video Game (DS Version),0.27,2.58,T
596,Monster Hunter Freedom 2,0.18,2.58,E10+
597,WWE SmackDown vs. RAW 2007,0.26,2.58,T
598,Ratchet & Clank: Up Your Arsenal,0.22,2.57,E
599,Art Academy,0.28,2.57,T
600,Dragon Age: Origins,0.22,2.57,T
601,Madden NFL 08,0.35,2.57,T
602,Sonic Adventure 2 Battle,0.07,2.56,E
603,Dragon Warrior II,0.9,2.56,T
604,Madden NFL 13,0.22,2.56,T
605,Pokémon Colosseum,0.07,2.54,E
606,Deca Sports,0.25,2.54,M
607,Madden NFL 09,0.2,2.54,E
608,Space Invaders,0.03,2.53,E10+
609,Crazy Taxi,0.22,2.52,E
610,Perfect Dark,0.06,2.52,T
611,Game Party,0.24,2.52,T
612,Dragon Warrior,1.51,2.52,E
613,Tomb Raider (2013),0.52,2.51,E
614,Marvel: Ultimate Alliance,0.19,2.5,T
615,PES 2009: Pro Evolution Soccer,2.05,2.5,E10+
616,Mario Party 2,0.01,2.5,T
617,Saints Row: The Third,0.39,2.49,E
618,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,0.09,2.49,T
619,LEGO Harry Potter: Years 1-4,0.23,2.49,T
620,Mortal Kombat: Deadly Alliance,0.15,2.49,T
621,Resistance 2,0.39,2.48,T
622,Pure,0.25,2.48,M
623,Tomb Raider: The Last Revelation,0.13,2.48,E
624,NBA 2K13,0.27,2.48,M
625,Rock Band,0.21,2.48,T
626,NBA 2K14,0.17,2.47,E
627,Mario Party 4,0.07,2.47,E
628,uDraw Studio,0.2,2.46,T
629,Midnight Club: Los Angeles,0.31,2.45,E
630,Final Fantasy V,0.02,2.45,M
631,Final Fantasy Tactics,0.06,2.45,M
632,Twisted Metal 2,0.07,2.44,E
633,Halo: Combat Evolved Anniversary,0.22,2.44,T
634,Need for Speed Carbon: Own the City,0.59,2.44,T
635,The Sims: Bustin' Out,0.18,2.43,T
636,Riven: The Sequel to Myst,0.1,2.43,T
637,Tom Clancy's Rainbow Six: Vegas 2,0.23,2.42,T
638,Sonic Adventure,0.08,2.42,E
639,Ice Hockey,0.05,2.42,E10+
640,pro evolution soccer 2011,0.41,2.42,T
641,Dragon Ball Z: Budokai 2,0.06,2.41,M
642,ATV Offroad Fury,0.08,2.41,E
643,Dino Crisis,0.14,2.41,T
644,Minecraft,0.22,2.41,T
645,Need for Speed: ProStreet,1.68,2.41,M
646,Madden NFL 16,0.26,2.4,E
647,Tetris Plus,0.07,2.4,T
648,Pro Wrestling,0.03,2.4,E10+
649,Theme Hospital,0.9,2.4,T
650,Frogger's Adventures: Temple of the Frog,0.07,2.39,E
651,Need for Speed (2015),0.36,2.39,E
652,Zumba Fitness,0.18,2.39,T
653,LEGO Indiana Jones: The Original Adventures,0.22,2.39,E10+
654,Monopoly,0.1,2.39,M
655,Batman: Arkham Origins,0.4,2.39,T
656,Dead Island,0.2,2.39,T
657,Guitar Hero,0.07,2.38,K-A
658,LEGO Star Wars: The Complete Saga,0.39,2.38,E
659,Kinect: Disneyland Adventures,0.18,2.38,T
660,WCW/nWo Revenge,0.02,2.38,T
661,Bloodborne,0.36,2.38,T
662,NBA 2K15,0.37,2.38,E
663,Madden NFL 11,0.19,2.38,T
664,Yu-Gi-Oh! The Duelists of the Roses,0.3,2.38,T
665,Madden NFL 08,0.18,2.37,M
666,Half-Life 2,0.9,2.37,M
667,The Incredibles,0.3,2.37,T
668,Tony Hawk's Underground 2,0.26,2.37,E
669,Madden NFL 10,0.21,2.37,T
670,Kinect Sports: Season Two,0.22,2.36,E
671,Kirby's Dream Land 2,0.05,2.36,E
672,LEGO Harry Potter: Years 1-4,0.23,2.35,T
673,Donkey Kong Land II,0.08,2.35,T
674,Dragon Warrior Monsters,0.01,2.35,T
675,Midnight Club: Los Angeles,0.2,2.35,T
676,Skylanders SWAP Force,0.2,2.34,E10+
677,WWE SmackDown vs Raw 2008,1.41,2.34,T
678,My Fitness Coach,0.24,2.34,E10+
679,Resident Evil - Code: Veronica X,0.21,2.34,E10+
680,The Sims 3,0.2,2.33,M
681,The Legend of Zelda: Majora's Mask 3D,0.17,2.32,E10+
682,NBA 2K16,0.24,2.32,E
683,Just Dance Kids,0.19,2.32,E
684,Mario Tennis,0.07,2.32,T
685,Grand Theft Auto,0.14,2.32,T
686,James Bond 007: Everything or Nothing,0.32,2.31,T
687,WarioWare Touched!,0.13,2.31,E
688,Need For Speed: High Stakes,0.09,2.31,T
689,Chrono Trigger,0.01,2.31,T
690,Cool Boarders 3,0.1,2.31,T
691,LEGO Marvel Super Heroes,0.21,2.3,E
692,Guild Wars 2,0.29,2.3,T
693,Pokemon Ranger: Shadows of Almia,0.18,2.3,T
694,Dead Island,0.31,2.29,T
695,Tomb Raider II,0.13,2.29,T
696,God of War: Ascension,0.34,2.29,E10+
697,Need for Speed Underground 2,0.1,2.28,E
698,Pro Evolution Soccer 2010,0.26,2.28,E
699,Just Dance 2015,0.2,2.28,T
700,Yokai Watch Busters,0.9,2.28,E
701,Mario Bros.,0.02,2.28,E10+
702,FIFA Soccer 09,1.82,2.28,T
703,Star Wars: The Force Unleashed,0.37,2.28,E
704,Borderlands 2,0.36,2.28,T
705,TOCA Touring Car Championship,0.18,2.28,M
706,Paper Mario: Sticker Star,0.12,2.27,E
707,Sonic's Ultimate Genesis Collection,0.31,2.27,E
708,Super Monkey Ball: Banana Blitz,0.24,2.27,E10+
709,Kirby: Nightmare in Dream Land,0.04,2.27,M
710,Wario Land 4,0.09,2.26,M
711,Guitar Hero III: Legends of Rock,0.3,2.26,M
712,Call of Duty 3,0.23,2.26,T
713,Resident Evil 4,0.21,2.26,E
714,Minecraft,0.32,2.25,E
715,Onimusha 2: Samurai's Destiny,0.13,2.25,M
716,Cool Boarders 2,0.08,2.25,T
717,Paper Mario: The Thousand-Year Door,0.06,2.25,E
718,Madden NFL 12,0.17,2.25,E
719,Monster Hunter Tri,0.11,2.25,E
720,Dissidia: Final Fantasy,0.32,2.25,T
721,Sonic Advance,0.13,2.24,E
722,Spyro: Season of Ice,0.11,2.23,M
723,Teenage Mutant Ninja Turtles II: The Arcade Game,0.03,2.23,E
724,LEGO Indiana Jones: The Original Adventures,0.21,2.23,T
725,Dance Dance Revolution X2,0.28,2.23,E
726,New Super Luigi U,0.16,2.22,T
727,Prince of Persia: The Sands of Time,0.31,2.22,E10+
728,Scribblenauts,0.18,2.22,M
729,The Legend of Zelda: Link's Awakening DX,0.13,2.22,T
730,Need for Speed: Hot Pursuit,0.21,2.22,T
731,BioShock 2,0.19,2.21,E10+
732,Assassin's Creed IV: Black Flag,0.19,2.21,T
733,Devil May Cry 3: Dante's Awakening Special Edition,0.28,2.21,T
734,Rock Band 2,0.18,2.2,M
735,Frogger,0.02,2.2,T
736,Guitar Hero II,0.17,2.2,T
737,Wario Land 3,0.23,2.2,T
738,Pro Yakyuu Family Stadium,0.9,2.2,T
739,Sonic Unleashed,0.21,2.2,E
740,High School Musical: Makin' the Cut!,0.23,2.2,T
741,Pro Evolution Soccer 2012,0.33,2.19,T
742,Saints Row,0.22,2.19,T
743,Star Wars: Knights of the Old Republic,0.08,2.19,E10+
744,Kirby's Pinball Land,0.05,2.19,E
745,Donkey Kong Country,0.13,2.19,M
746,Hitman: Absolution,0.45,2.19,T
747,Yu-Gi-Oh: Duel Monsters 4,0.01,2.18,T
748,ATV Offroad Fury 2,0.06,2.18,T
749,Forza Motorsport 5,0.17,2.18,T
750,Madden NFL 25,0.13,2.18,E
751,Pokemon Ranger,0.12,2.18,E
752,Mario & Luigi: Superstar Saga,0.06,2.17,M
753,Final Fantasy XIII,0.2,2.17,T
754,Star Wars: Rogue Squadron,0.03,2.17,E
755,Tennis,0.02,2.17,E
756,The Sims: House Party,0.1,2.16,T
757,Your Shape featuring Jenny McCarthy,0.18,2.16,T
758,Syphon Filter 2,0.08,2.15,T
759,Tom Clancy's Rainbow Six: Siege,0.32,2.15,M
760,Volleyball,0.9,2.15,T
761,FIFA 15,0.14,2.15,T
762,Call of Duty: Roads to Victory,0.59,2.14,E10+
763,Super Mario RPG: Legend of the Seven Stars,0.03,2.14,E10+
764,Mahjong,0.9,2.14,T
765,R.C. Pro-Am,0.1,2.14,E
766,SimCity 2000,0.1,2.14,T
767,Demon Attack,0.02,2.13,E10+
768,Dance Dance Revolution Extreme,0.27,2.13,T
769,Tetris DS,0.08,2.13,M
770,Final Fantasy Tactics Advance,0.05,2.13,T
771,Far Cry: Primal,0.33,2.13,T
772,Toy Story 3: The Video Game,0.21,2.12,T
773,Final Fantasy III,0.09,2.12,T
774,Kirby's Epic Yarn,0.11,2.12,T
775,Project Gotham Racing,0.09,2.12,T
776,Golf,0.04,2.12,E
777,NBA 2K12,0.18,2.11,E
778,Borderlands,0.29,2.11,E
779,Tony Hawk's Pro Skater,0.03,2.11,E
780,PES 2009: Pro Evolution Soccer,0.26,2.11,T
781,Need for Speed: Hot Pursuit 2,0.09,2.11,E
782,Mario Sports Mix,0.13,2.11,T
783,Rock Band,0.2,2.11,E
784,Dynasty Warriors 4,0.13,2.11,T
785,Mortal Kombat,0.15,2.11,T
786,Parasite Eve,0.04,2.1,E
787,Scooby-Doo! Night of 100 Frights,0.22,2.1,M
788,Project Gotham Racing (JP weekly sales),0.07,2.1,E
789,Need for Speed: Most Wanted 5-1-0,0.18,2.1,T
790,Portal 2,0.17,2.1,T
791,Devil May Cry 3: Dante's Awakening,0.19,2.09,M
792,Derby Stallion,0.14,2.09,M
793,Dead Rising,0.2,2.09,M
794,Finding Nemo,0.18,2.09,M
795,NBA 2K11,0.13,2.09,T
796,Wipeout: The Game,0.12,2.09,E
797,The Sims 2: Pets,0.22,2.09,T
798,Battlefield: Hardline,0.32,2.09,M
799,Metal Gear Solid: Peace Walker,0.25,2.09,T
800,World of Warcraft: Cataclysm,0.9,2.08,M
801,Tetris Worlds,0.27,2.08,T
802,Need For Speed: Undercover,0.39,2.08,E
803,Dance Dance Revolution: Hottest Party,0.2,2.08,E10+
804,Mario Party 5,0.06,2.08,E
805,Ghostbusters: The Video Game (DS Version),0.36,2.08,E
806,Sim Theme Park,0.9,2.08,T
807,Warcraft: Orcs & Humans,0.11,2.08,T
808,Skate 3,0.35,2.08,T
809,Spec Ops: Airborne Commando,0.08,2.07,E10+
810,Kingdom Hearts: Birth by Sleep,0.26,2.07,E
811,UFC 2009 Undisputed,0.19,2.07,E10+
812,Dark Souls,0.23,2.07,T
813,Yu-Gi-Oh! The Eternal Duelist Soul,0.07,2.07,E
814,Need for Speed: ProStreet,0.22,2.06,E10+
815,The Sims 3,0.34,2.06,E
816,Tom Clancy's Splinter Cell: Conviction,0.19,2.06,T
817,Pokemon Mystery Dungeon: Red/Blue Rescue Team,0.08,2.06,T
818,The Incredibles,0.1,2.06,T
819,R4: Ridge Racer Type 4,0.13,2.06,T
820,SoulCalibur II,0.25,2.06,T
821,Mario & Luigi: Dream Team,0.13,2.06,T
822,Need for Speed: ProStreet,0.37,2.05,E
823,Carnival Games,0.19,2.05,T
824,NBA 2K14,0.25,2.05,E10+
825,Pokémon Mystery Dungeon: Blue Rescue Team,0.9,2.05,T
826,Sonic Mega Collection,0.06,2.05,T
827,Diablo III,0.35,2.05,E10+
828,NBA Jam,0.05,2.05,E
829,PGR4 - Project Gotham Racing 4,0.25,2.05,T
830,Kingdom Hearts 358/2 Days,0.14,2.04,E
831,Dance Central 2,0.16,2.04,T
832,Rayman Raving Rabbids: TV Party,0.23,2.04,T
833,SOCOM: U.S. Navy SEALs: Combined Assault,0.28,2.04,T
834,Peter Jackson's King Kong: The Official Game of the Movie,0.31,2.04,T
835,Donkey Kong Country,0.07,2.04,T
836,Need for Speed: The Run,0.37,2.04,E10+
837,Madden NFL 15,0.25,2.03,E
838,1080°: TenEighty Snowboarding,0.05,2.03,T
839,Just Dance 3,0.16,2.03,T
840,NBA Live 2004,0.27,2.03,T
841,Dead Space,0.3,2.02,E
842,Call of Duty 2,0.15,2.02,E
843,Madden NFL 15,0.17,2.02,T
844,Forza Horizon,0.18,2.02,E10+
845,TouchMaster,0.25,2.01,E
846,Tom Clancy's The Division,0.18,2.01,M
847,LEGO Marvel Super Heroes,0.37,2,E10+
848,Fire Emblem: Awakening,0.13,2,M
849,DriveClub,0.33,2,T
850,Super Street Fighter II,0.03,2,T
851,Mortal Kombat vs. DC Universe,0.22,2,E10+
852,Tenchu: Stealth Assassins,0.13,1.99,M
853,Tennis,0.04,1.99,T
854,Harry Potter and the Chamber of Secrets,0.09,1.99,M
855,Harry Potter and the Chamber of Secrets,0.12,1.98,T
856,SimCity,0.04,1.98,E10+
857,Battlefield 4,0.16,1.98,M
858,Resident Evil 6,0.16,1.98,T
859,Dragon Age: Inquisition,0.32,1.97,E
860,Sonic Classic Collection,0.18,1.97,E10+
861,Spyro: Enter the Dragonfly,0.28,1.97,T
862,Call of Duty: World at War,0.19,1.97,T
863,Devil May Cry 2,0.17,1.97,E
864,Burnout Paradise,0.3,1.97,E10+
865,E.T.: The Extra Terrestrial,0.02,1.97,E
866,BioShock Infinite,0.15,1.96,M
867,Hot Shots Golf: Open Tee,0.33,1.96,T
868,Rad Racer,0.05,1.96,E10+
869,Soccer,0.02,1.96,T
870,Kirby Squeak Squad,0.08,1.96,T
871,Tom Clancy's Rainbow Six: Vegas,0.2,1.96,T
872,Destiny,0.16,1.95,T
873,Crash Nitro Kart,0.2,1.95,M
874,Grand Theft Auto: San Andreas,0.09,1.95,E
875,Star Wars: Dark Forces,0.09,1.95,M
876,NBA Street Vol. 2,0.06,1.95,AO
877,Def Jam Vendetta,0.25,1.94,T
878,FIFA Soccer 09,0.18,1.94,E
879,Who wants to be a millionaire,0.9,1.94,T
880,Scooby Doo and the Cyber Chase,0.13,1.94,E
881,Alleyway,0.05,1.94,E10+
882,Dragon Ball Z: Budokai 3,0.04,1.94,E
883,Jet Moto 2,0.07,1.94,T
884,Tom Clancy's Ghost Recon,0.12,1.94,E
885,X-Men Legends,0.21,1.93,T
886,Batman: Arkham Origins,0.17,1.93,E
887,Guitar Hero: World Tour,0.27,1.93,T
888,Mortal Kombat II,0.06,1.93,M
889,Virtua Fighter 2,0.03,1.93,T
890,Tetris DX,0.07,1.93,M
891,Mortal Kombat vs. DC Universe,0.16,1.93,M
892,Watch Dogs,0.37,1.93,T
893,Mario Super Sluggers,0.12,1.93,T
894,Tomb Raider (2013),0.17,1.92,T
895,The Legend of Zelda: Oracle of Ages,0.06,1.92,T
896,Need for Speed: Shift,0.22,1.92,T
897,Monopoly,0.2,1.92,T
898,Red Faction,0.2,1.92,T
899,The Sims: Makin' Magic,0.09,1.92,T
900,MX Unleashed,0.25,1.92,M
901,PaRappa The Rapper,0.03,1.92,T
902,Toy Story Mania!,0.18,1.92,E
903,Mario Party 3,0.02,1.91,E
904,Star Wars: The Force Unleashed,0.19,1.91,K-A
905,Game Party 2,0.17,1.91,T
906,Destiny: The Taken King,0.31,1.91,E
907,LEGO Star Wars III: The Clone Wars,0.17,1.91,T
908,Star Wars Rogue Leader: Rogue Squadron II,0.09,1.9,M
909,Max Payne 3,0.32,1.9,E
910,Need for Speed Rivals,0.22,1.89,T
911,Madden NFL 09,0.18,1.89,T
912,Yokai Watch,0.04,1.89,E
913,Ratchet & Clank Future: A Crack in Time,0.26,1.88,T
914,Yu-Gi-Oh! Forbidden Memories,0.08,1.88,E
915,Mortal Kombat: Deception,0.24,1.88,E
916,Hot Shots Golf 2,0.03,1.88,T
917,Medal of Honor: European Assault (All Region sales),0.21,1.88,E
918,WCW Nitro,0.07,1.88,T
919,High School Musical: Sing It!,1.33,1.87,M
920,Star Fox Adventures,0.09,1.87,T
921,FIFA 2000,0.14,1.87,T
922,Dynasty Warriors 3,0.1,1.87,E
923,Donkey Kong Country Returns,0.12,1.87,E
924,The Legend of Zelda: Oracle of Seasons,0.06,1.86,T
925,Madden NFL 06,0.08,1.86,T
926,Shrek 2,0.02,1.86,T
927,The Legend of Dragoon,0.1,1.86,T
928,Turok 2: Seeds of Evil,0.04,1.86,E
929,SingStar,0.49,1.86,T
930,LittleBigPlanet 3,0.29,1.86,T
931,NBA Live 2002,0.24,1.86,T
932,Phineas and Ferb,0.15,1.86,E
933,Chrono Cross,0.12,1.86,E
934,GoldenEye 007 (2010),0.16,1.86,T
935,Mario Party: Island Tour,0.11,1.85,T
936,Jak 3,0.03,1.85,T
937,Rayman Raving Rabbids 2,0.2,1.85,T
938,Kingdom Hearts: Chain of Memories,0.06,1.85,E
939,Pinball,0.03,1.85,M
940,inFAMOUS 2,0.23,1.85,T
941,Gran Turismo Concept 2001 Tokyo,0.33,1.84,T
942,Demon's Souls,0.18,1.84,E
943,NCAA Football 06,0.25,1.84,T
944,"Hey You, Pikachu!",0.9,1.83,M
945,2 Games in 1: Sonic Advance & ChuChu Rocket!,0.03,1.83,T
946,World of Warcraft: Mists of Pandaria,0.23,1.83,E10+
947,Jet Moto,0.07,1.83,E
948,Just Cause 3,0.28,1.83,E
949,Secret of Mana,0.02,1.83,T
950,The Orange Box,0.17,1.83,E10+
951,Air Combat,0.05,1.83,T
952,Kirby: Triple Deluxe,0.09,1.82,T
953,Sonic & Knuckles,0.12,1.82,E
954,Namco Museum,0.02,1.82,T
955,The Sims: Hot Date,0.9,1.82,T
956,Metroid Prime 3: Corruption,0.09,1.82,E
957,Dragon Quest VI: Realms of Revelation,0.03,1.81,T
958,The Evil Within,0.31,1.81,M
959,DDRMAX2: Dance Dance Revolution,0.18,1.81,T
960,Crazy Taxi,0.08,1.81,T
961,Virtua Fighter 4,0.04,1.81,T
962,Sly 2: Band of Thieves,0.23,1.81,E
963,Guitar Hero: World Tour,0.77,1.8,T
964,Sonic Advance 2,0.07,1.8,M
965,Madden NFL 07,0.13,1.8,M
966,NBA 2K11,0.16,1.8,E
967,NFL GameDay 2000,0.12,1.8,T
968,Call of Duty: Black Ops 3,0.27,1.79,T
969,Disney's The Lion King,0.06,1.79,M
970,Beyond: Two Souls,0.34,1.79,E
971,Kinect Star Wars,0.14,1.78,T
972,Midnight Club II,0.24,1.78,E
973,Dragon Quest Monsters: Joker,0.03,1.78,E
974,SpongeBob SquarePants: SuperSponge,0.08,1.78,T
975,The Getaway: Black Monday,0.36,1.78,E
976,Professor Layton and the Mask of Miracle,0.14,1.78,E
977,Just Cause 2,0.33,1.78,M
978,Dragon's Dogma,0.19,1.78,T
979,The Legend of Zelda: The Wind Waker,0.13,1.77,T
980,50 Cent: Bulletproof,0.16,1.77,T
981,High School Musical: Sing It!,0.16,1.77,T
982,Wii Party U,0.08,1.77,T
983,Madden NFL 25,0.15,1.77,T
984,Final Fantasy II,0.12,1.77,M
985,Kirby 64: The Crystal Shards,0.04,1.77,M
986,Dead or Alive 3,0.06,1.77,T
987,UFC 2009 Undisputed,0.24,1.77,T
988,Metroid II: Return of Samus,0.04,1.76,T
989,WWF Attitude,0.07,1.76,E10+
990,The SpongeBob SquarePants Movie,0.16,1.76,E10+
991,Golden Sun,0.06,1.76,T
992,Sonic the Hedgehog 3,0.07,1.76,T
993,Kid Icarus,0.02,1.76,T
994,Def Jam: Fight for NY,0.22,1.76,T
995,Tom Clancy's Ghost Recon,0.07,1.76,E
996,State of Emergency,0.22,1.76,E
997,BioShock Infinite,0.31,1.76,T
998,Hitman: Absolution,0.17,1.76,T
999,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,0.03,1.76,M
1000,Call of Duty: Black Ops 3,0.16,1.76,M
